0	375357+1764	0	711	1	8762at4891_2|contig_12|+|907|2.327e-266|1|375357|377120|375357[375357]:377120[377120]:1764[1764]
0	385330+3531	0	782	1	1243at4891_7|contig_12|+|1533|0|1|385330|388860|385330[385330]:388860[388860]:3531[3531]
0	142398-1023	0	882	-1	17516at4891_7|contig_12|-|560|6.671e-162|1|141376|142398|142398[142398]:141376[141376]:1023[1023]
0	165114-807	0	1007	-1	24318at4891_6|contig_12|-|219|2.988e-59|1|164308|165114|165114[165114]:164308[164308]:807[807]
0	244354+795	0	1024	1	25148at4891_0|contig_12|+|81|1.041e-17|1|244354|245148|244354[244354]:245148[245148]:795[795]
0	71435-591	0	1275	-1	37231at4891_2|contig_12|-|247|1.113e-67|1|70845|71435|71435[71435]:70845[70845]:591[591]
0	492917+648	0	1308	1	39283at4891_2|contig_12|+|122|4.735e-30|1|492917|493564|492917[492917]:493564[493564]:648[648]
0	65308-1257	0	1566	-1	14746at4891_2|contig_12|-|642|1.379e-186|1|64052|65308|65308[65308]:64052[64052]:1257[1257]
0	178586-2394	0	1800	-1	2706at4891_4|contig_12|-|1053|2.608e-310|1|176193|178586|178586[178586]:176193[176193]:2394[2394]
0	222259-2091	0	2168	-1	8274at4891_4|contig_12|-|873|3.997e-256|1|220169|222259|222259[222259]:220169[220169]:2091[2091]
0	72126+789	0	2319	1	16010at4891_7|contig_12|+|216|2.39e-58|1|72126|72914|72126[72126]:72914[72914]:789[789]
0	447738-816	0	2493	-1	25172at4891_1|contig_12|-|484|5.04e-139|1|446923|447738|447738[447738]:446923[446923]:816[816]
0	569710+900	0	3155	1	21530at4891_5|contig_12|+|531|3.581e-153|1|569710|570609|569710[569710]:570609[570609]:900[900]
0	525841-1488	0	3628	-1	7920at4891_2|contig_12|-|837|2.747e-245|1|524354|525841|525841[525841]:524354[524354]:1488[1488]
0	255973-906	0	3702	-1	11759at4891_5|contig_12|-|268|5.308e-74|1|255068|255973|255973[255973]:255068[255068]:906[906]
0	505657+1419	0	3738	1	13407at4891_2|contig_12|+|607|4.74e-176|1|505657|507075|505657[505657]:507075[507075]:1419[1419]
0	327807-435	0	4115	-1	32220at4891|contig_12|-|94|1.271e-21|1|327373|327807|327807[327807]:327373[327373]:435[435]
0	366765-624	0	4271	-1	41587at4891_1|contig_12|-|243|1.781e-66|1|366142|366765|366765[366765]:366142[366142]:624[624]
0	543389-1749	0	4327	-1	6341at4891_5|contig_12|-|216|2.39e-58|1|541641|543389|543389[543389]:541641[541641]:1749[1749]
0	287259-1203	0	4560	-1	17919at4891_4|contig_12|-|606|9.479e-176|1|286057|287259|287259[287259]:286057[286057]:1203[1203]
0	227903-1446	0	5124	-1	9469at4891|contig_12|-|875|9.993e-257|1|226458|227903|227903[227903]:226458[226458]:1446[1446]
0	251655-1512	0	5800	-1	6544at4891_2|contig_12|-|603|7.584e-175|1|250144|251655|251655[251655]:250144[250144]:1512[1512]
0	300555+2286	0	5877	1	10332at4891_2|contig_12|+|713|5.842e-208|1|300555|302840|300555[300555]:302840[302840]:2286[2286]
0	308204+1392	0	5943	1	13634at4891_2|contig_12|+|545|2.186e-157|1|308204|309595|308204[308204]:309595[309595]:1392[1392]
0	114040-1083	0	5955	-1	14054at4891_1|contig_12|-|599|1.213e-173|1|112958|114040|114040[114040]:112958[112958]:1083[1083]
0	63327-918	0	6121	-1	23077at4891_4|contig_12|-|297|9.887e-83|1|62410|63327|63327[63327]:62410[62410]:918[918]
0	500092+1035	0	6189	1	26325at4891_2|contig_12|+|490|7.875e-141|1|500092|501126|500092[500092]:501126[501126]:1035[1035]
0	372674+2337	0	6207	1	2716at4891_7|contig_12|+|1224|0|1|372674|375010|372674[372674]:375010[375010]:2337[2337]
0	364813-777	0	6215	-1	27570at4891|contig_12|-|381|5.111e-108|1|364037|364813|364813[364813]:364037[364037]:777[777]
0	140462+688	0	6410	1	37089at4891_1|contig_12|+|222|3.735e-60|2|140462|141149|140462[140462]:140521[140521]:60[60]|140868[140871]:141149[141149]:282[279]
0	66583+3747	0	6486	1	4402at4891_2|contig_12|+|371|5.234e-105|1|66583|70329|66583[66583]:70329[70329]:3747[3747]
0	134619-3303	0	6557	-1	746at4891_2|contig_12|-|1730|0|1|131317|134619|134619[134619]:131317[131317]:3303[3303]
0	209942+534	0	7098	1	34467at4891_1|contig_12|+|325|3.683e-91|1|209942|210475|209942[209942]:210475[210475]:534[534]
0	80563-1716	0	7253	-1	5844at4891_8|contig_12|-|165|5.383e-43|1|78848|80563|80563[80563]:78848[78848]:1716[1716]
0	232929+1188	0	7364	1	11279at4891_7|contig_12|+|728|1.783e-212|1|232929|234116|232929[232929]:234116[234116]:1188[1188]
0	245757+2583	0	7469	1	1655at4891_2|contig_12|+|1318|0|1|245757|248339|245757[245757]:248339[248339]:2583[2583]
0	521645+780	0	7788	1	32329at4891_1|contig_12|+|343|1.405e-96|1|521645|522424|521645[521645]:522424[522424]:780[780]
0	531402+498	0	7888	1	37677at4891_4|contig_12|+|226|2.334e-61|1|531402|531899|531402[531402]:531899[531899]:498[498]
0	212557-1872	0	7956	-1	4476at4891_3|contig_12|-|637|4.414e-185|1|210686|212557|212557[212557]:210686[210686]:1872[1872]
0	147781+1977	0	8056	1	9175at4891_7|contig_12|+|936|4.334e-275|1|147781|149757|147781[147781]:149757[149757]:1977[1977]
0	46990-1176	0	8383	-1	25981at4891_2|contig_12|-|417|7.438e-119|1|45815|46990|46990[46990]:45815[45815]:1176[1176]
0	45197-3105	0	8680	-1	4259at4891_2|contig_12|-|1238|0|1|42093|45197|45197[45197]:42093[42093]:3105[3105]
0	517357-1563	0	8826	-1	10963at4891_4|contig_12|-|337|8.992e-95|1|515795|517357|517357[517357]:515795[515795]:1563[1563]
0	123170-1704	0	9263	-1	32761at4891_7|contig_12|-|612|1.481e-177|1|121467|123170|123170[123170]:121467[121467]:1704[1704]
0	139238-672	0	9371	-1	38671at4891_2|contig_12|-|188|6.417e-50|1|138567|139238|139238[139238]:138567[138567]:672[672]
0	209442-4038	0	9629	-1	1425at4891_2|contig_12|-|1736|0|1|205405|209442|209442[209442]:205405[205405]:4038[4038]
0	49931+1035	0	9652	1	15589at4891_1|contig_12|+|608|2.37e-176|1|49931|50965|49931[49931]:50965[50965]:1035[1035]
0	146349-1749	0	9691	-1	17607at4891_7|contig_12|-|320|1.179e-89|1|144601|146349|146349[146349]:144601[144601]:1749[1749]
0	90482-552	0	9864	-1	26542at4891_2|contig_12|-|36|0.0003663|1|89931|90482|90482[90482]:89931[89931]:552[552]
0	571596+693	0	10026	1	34037at4891_2|contig_12|+|306|1.931e-85|1|571596|572288|571596[571596]:572288[572288]:693[693]
0	153198+3861	0	10409	1	1679at4891_2|contig_12|+|1763|0|1|153198|157058|153198[153198]:157058[157058]:3861[3861]
0	345861-1737	0	10410	-1	16825at4891_1|contig_12|-|841|1.717e-246|1|344125|345861|345861[345861]:344125[344125]:1737[1737]
0	41641-2568	0	10772	-1	3472at4891_2|contig_12|-|1011|1.147e-297|1|39074|41641|41641[41641]:39074[39074]:2568[2568]
0	454716+876	0	10863	1	40108at4891_2|contig_12|+|390|9.983e-111|1|454716|455591|454716[454716]:455591[455591]:876[876]
0	179365+3996	0	10979	1	845at4891_2|contig_12|+|2067|0|1|179365|183360|179365[179365]:183360[183360]:3996[3996]
0	266285-936	0	11257	-1	22920at4891_2|contig_12|-|532|1.791e-153|1|265350|266285|266285[266285]:265350[265350]:936[936]
0	104400-2085	0	11268	-1	23590at4891_2|contig_12|-|426|1.453e-121|1|102316|104400|104400[104400]:102316[102316]:2085[2085]
0	528655+1344	0	11823	1	13874at4891_2|contig_12|+|638|2.207e-185|1|528655|529998|528655[528655]:529998[529998]:1344[1344]
0	548306-756	0	11972	-1	21910at4891_8|contig_12|-|484|5.04e-139|1|547551|548306|548306[548306]:547551[547551]:756[756]
0	334625+2325	0	11993	1	2307at4891_1|contig_12|+|1425|0|1|334625|336949|334625[334625]:336949[336949]:2325[2325]
0	134999+2802	0	12003	1	2368at4891_2|contig_12|+|1472|0|1|134999|137800|134999[134999]:137800[137800]:2802[2802]
0	312624-648	0	12169	-1	31321at4891_6|contig_12|-|240|1.425e-65|1|311977|312624|312624[312624]:311977[311977]:648[648]
0	444469-618	0	12173	-1	31429at4891_2|contig_12|-|95|6.355e-22|1|443852|444469|444469[444469]:443852[443852]:618[618]
0	522926-309	0	12333	-1	40331at4891_2|contig_12|-|150|1.764e-38|1|522618|522926|522926[522926]:522618[522618]:309[309]
0	339631-1332	0	12525	-1	12422at4891_2|contig_12|-|812|9.217e-238|1|338300|339631|339631[339631]:338300[338300]:1332[1332]
0	352744+1098	0	12680	1	20539at4891_2|contig_12|+|593|7.766e-172|1|352744|353841|352744[352744]:353841[353841]:1098[1098]
0	328310+5700	0	12702	1	216at4891_2|contig_12|+|2342|0|1|328310|334009|328310[328310]:334009[334009]:5700[5700]
0	367234+366	0	13083	1	42337at4891_9|contig_12|+|152|4.41e-39|1|367234|367599|367234[367234]:367599[367599]:366[366]
0	380614-2325	0	13361	-1	1760at4891_1|contig_12|-|1258|0|1|378290|380614|380614[380614]:378290[378290]:2325[2325]
